reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
0bf7fe89-fe81-416e-8326-fd7b222b5d25,Andrew Derrick,It's a nice but the subscription sucks sorry Netflix,3,0,,2024-06-12 18:09:04,
251faaaa-0345-447e-8593-a9f82d93afb3,Beverally,It's user-friendly & let's me download movies to watch when I run out of data & can't get on the internet.,5,0,8.115.2 build 6 50688,2024-06-12 18:08:30,8.115.2 build 6 50688
49e1701b-eb14-4cb1-85ec-3da9053bf583,Rehan Khan,The best app,5,0,,2024-06-12 18:06:51,
d9e30cf6-9478-48ee-b99a-12b6b6036bd4,Chandan Kumar,Please for all free,4,0,,2024-06-12 18:05:06,
665405d0-ada2-46c4-9709-1875e8bd3ac5,Jiyan Jiyan,so nice,5,0,,2024-06-12 18:02:25,
e54d9199-55cc-4816-9b91-b713c2df0367,gladys Stokes,Netflix is the only one that l will pay for. To watch and that is Ever Day,5,0,8.117.0 build 3 50695,2024-06-12 17:56:27,8.117.0 build 3 50695
da3d37f1-cfd4-4177-9a9d-88ef7cc7870c,Terry Bunch,I enjoy it,5,0,8.117.0 build 3 50695,2024-06-12 17:45:04,8.117.0 build 3 50695
47d1c953-87c5-450e-9549-73012c6a1656,Cadence Young,It's great! No problems.,5,0,8.49.0 build 16 50315,2024-06-12 17:40:34,8.49.0 build 16 50315
6b8a1df5-a5eb-4cf1-98a8-3d76c63a3581,Marc Fowler,"locked out from watching content for the full final month of my term. Unbelievably petty and greedy. I've paid for this service and I can't use it on my television? Won't be renewing with a new plan if this is how it's gonna be. Enjoy your money, Netflix!",1,0,8.118.1 build 10 50703,2024-06-12 17:13:11,8.118.1 build 10 50703
3fd364f8-ef27-4745-86aa-7ef016a571eb,Fortress,"not good at all, scammers and they dont have good show, we got hacked",1,0,8.82.1 build 15 50484,2024-06-12 17:05:47,8.82.1 build 15 50484
74193c57-a9d2-42d7-bbfd-783cd1922bc0,Divyansh Singh,Not working without subscription,2,0,,2024-06-12 17:04:02,
941d78d9-5071-4631-8fb4-3d0172006adf,Hotson Mulenga,Sometimes it is not showing the pictures all what I get is the audio,1,0,8.118.1 build 10 50703,2024-06-12 17:00:36,8.118.1 build 10 50703
d3db5c68-5504-4b03-a658-6583f1b21fc4,Keith Villanueva,"I can't watch on my Tv, cancel Netflix.",1,0,,2024-06-12 16:50:13,
79da15ca-66bd-4ffa-8938-fe2ebd3d2ab2,Riya Gupta,Poor and useless app 💩,1,0,8.117.0 build 3 50695,2024-06-12 16:46:34,8.117.0 build 3 50695
b5d36b70-5e1f-4093-8796-579500eab54f,Bryan Rengifo,Hasta cuando piensan usar ícono tematizado? Arruinan mi pantalla de inicio 🙄,2,0,8.118.1 build 10 50703,2024-06-12 16:44:17,8.118.1 build 10 50703
697ca310-8644-4f08-811b-55920adbee08,Viswanathan J,Good,5,0,8.118.1 build 10 50703,2024-06-12 16:36:22,8.118.1 build 10 50703
130a92bf-a37b-489b-9c48-2f22d28cd4da,Noah Shull,Can't even watch when my family lives in different houses that's so dumb,1,0,,2024-06-12 16:23:00,
96d69aac-a9e5-4371-b3cd-40421713d5f1,Fordy Revadavia,I love it!!!,5,0,8.117.0 build 3 50695,2024-06-12 16:16:18,8.117.0 build 3 50695
c2d33512-9971-41a2-abd8-9ed37b912159,Veronica Ramirez,I love netflixs.,5,0,,2024-06-12 16:14:03,
49913a44-08a1-40a5-8548-4d457b4cae4f,Louis Noe,Connected to home wifi and the app asks me to connect to wifi.... really stupid,1,0,8.117.0 build 3 50695,2024-06-12 16:08:16,8.117.0 build 3 50695
bb494781-c10a-4e9b-9234-6e31d7037bb8,Irving Gibbah,😇,5,0,,2024-06-12 16:08:12,
e2dd1003-c4b2-4d1e-a795-47af7ad874fc,Yaseen Mariyam,Sat t,1,0,8.117.0 build 3 50695,2024-06-12 15:55:31,8.117.0 build 3 50695
f12dc549-865b-4971-8a65-fe91fa19a938,Zafar Zafar,Wort app. I have 5g mobile phone but this app needs update before I access it. I am even not able to login. I want to pay but it shows update required.😡😡😡😡😡😡😡,1,0,8.118.1 build 10 50703,2024-06-12 15:43:48,8.118.1 build 10 50703
d8cfcc66-044c-4986-80c5-cf65de45da65,Dinuth Rathnayake,Can't even use the subscription as a family. This is 21st century and Netflix thinks all the family members will be in the same county 😂😂😂😂 Such a backwards looking company. Is this the best solution you could come up with to stop passward shareing?? That we all need to create out seperate accounts? What's the bloody point of having a premium subscription then??? What a waste!,1,0,8.118.1 build 10 50703,2024-06-12 15:27:47,8.118.1 build 10 50703
e595472c-67ea-4797-a2be-e466c44424de,Gurkaran Singh Bawa,Very amazing movie app,5,0,8.118.1 build 10 50703,2024-06-12 15:05:07,8.118.1 build 10 50703
28299683-22bf-4c9f-a4b2-bc63902bb109,betboo,miss you so much Blckbuster :(,1,0,8.118.1 build 10 50703,2024-06-12 14:56:19,8.118.1 build 10 50703
01320cb0-4863-4a27-b112-9cb01f0de3f8,Máté Galgóczi,"I am the one paying for the account. Netflix knows this is my email address. Why on god's green earth is it making me get temporary access to my own account on my phone? Whoever had this genious idea, congrats..",1,0,8.118.1 build 10 50703,2024-06-12 14:53:30,8.118.1 build 10 50703
e36cebba-54b4-4213-84df-576e3bb59d06,Rose mary George,All good,5,0,,2024-06-12 14:33:21,
7b70c23e-5555-4394-b028-9869becdfd20,Gold Isaac,An excellent app to watch latest videos,5,0,8.114.0 build 19 50680,2024-06-12 14:30:56,8.114.0 build 19 50680
12c22a7f-2291-4078-a68b-a30601fa29ef,Praveen choudary,Asian Webseries are limited in hindhi or English languages,1,0,8.118.1 build 10 50703,2024-06-12 14:26:56,8.118.1 build 10 50703
21b37677-727e-471a-8609-3da2b0e309c5,kallie martin,there is so much movies shows and kids shows I love this app so much!,5,0,,2024-06-12 14:23:55,
2f4db158-6a6e-445c-a79a-4e77011e1945,Ncedolwethu Nyamane,I love this app it has soo much to offer its superior,5,0,8.12.0 build 7 40118,2024-06-12 14:19:45,8.12.0 build 7 40118
785d8596-e8c4-4b6a-8ef5-33267d28284b,Abdulwahid New,"He doesn't even deserve a single star. I pay monthly and now you're broadcasting ads and cutting off my enjoyment, so I'm going to cancel my account.",1,0,8.118.1 build 10 50703,2024-06-12 14:12:59,8.118.1 build 10 50703
e1073b85-77eb-4e72-a390-55d765c51467,Nidhi kuntal,Netflix is not connecting to Netflix. I have so little time in the whole day when I can sit peacefully and watch something and now this is not working. Please fix the bug,1,0,8.118.1 build 10 50703,2024-06-12 14:07:15,8.118.1 build 10 50703
61a5004b-4275-4e2c-a309-6f552add8928,RabbaniTurk Turk,😙😙😏🤐😕🤗🤗🤗🤗🤗🤗😄🤐,4,0,,2024-06-12 13:53:22,
829426d9-c052-44e1-9839-46f3214b194e,Aman Mahanandia,Best app,5,0,,2024-06-12 13:45:41,
42f7f3e9-dc93-45e4-804d-8c7ac46241af,Akhilesh Bawariya,"Best ott platform right now in India, good recommendations and new movies and tv shows coming every 1 or 2 weeks. But some seasons of a lots of shows are missing, Netflix does adds a lots of content but they compromise with seasons, if there's 5 seasons then add all 5 of them or don't add the show in the first place, it's frustrating and annoying. Overall my favourite ott platform",5,0,8.118.1 build 10 50703,2024-06-12 13:34:09,8.118.1 build 10 50703
cfd91cdd-aaae-4ca1-961f-f5cc4df39ff7,H T,Can't login to another device while travelling because of their pathetic new greedy Household policy! They need to fix it or risk losing their customer base soon.,1,0,8.117.0 build 3 50695,2024-06-12 13:33:11,8.117.0 build 3 50695
e9839e9c-3dd0-400a-a905-563794fcd626,Lori Roesch,Best app ever.,5,0,8.117.0 build 3 50695,2024-06-12 13:22:06,8.117.0 build 3 50695
cf588361-9a6f-497c-8c99-c6f03d0fac5b,Sunil Kumar,Very bad app my payment are stopped after receiving money,1,0,8.118.1 build 10 50703,2024-06-12 13:01:53,8.118.1 build 10 50703
bff891b9-0a60-42e9-a1b0-859876a3c13e,HILL BILLY,does not work on my tablet,1,0,7.120.6 build 63 35594,2024-06-12 12:59:15,7.120.6 build 63 35594
65ee6332-cc32-4e81-ae23-44867497db93,Paul James Isleta,should be zero stars because of password sharing block...... greed,1,0,8.118.1 build 10 50703,2024-06-12 12:42:55,8.118.1 build 10 50703
a158eb45-288e-4895-8946-0ab625dbd199,buchie suarez,I only renewed my subscription for gubdam seed freedom and it seems that in netflix Philippines it's not available this is unfair.,2,0,8.118.1 build 10 50703,2024-06-12 12:31:18,8.118.1 build 10 50703
1814a163-ec8a-4e9a-bd4b-91836776a173,Vinod Rode,Unable to open Application due to device failure occur error. Kindly provide solution,2,0,8.118.1 build 10 50703,2024-06-12 12:27:18,8.118.1 build 10 50703
e8262213-fd4d-4e65-b319-7c42abd80631,Baggio Tjijeura,Good app,5,0,7.120.6 build 63 35594,2024-06-12 12:22:45,7.120.6 build 63 35594
065ffd4b-7b95-4f7d-87dd-c95c97c181ea,Captain Meliodas,Netflix already barely had anything good now I can't use my account I've used for years cause the household bs. Hope Netflix falls off entirely.,1,0,8.117.0 build 3 50695,2024-06-12 11:57:07,8.117.0 build 3 50695
6ae16fcb-a34c-485b-bad8-66965c190774,Vid Matjaš,"Greedy corporal b@stards, I cant use my own account on my own phone normally anymore, because i have to connect to my home wifi.",1,0,8.107.0 build 9 50640,2024-06-12 11:52:58,8.107.0 build 9 50640
434e09bf-1616-4180-b4d3-c1177e168e9e,marina mohamad,Okay,5,0,8.118.1 build 10 50703,2024-06-12 11:37:46,8.118.1 build 10 50703
0780fb7e-7356-49b3-941b-15ea641776e5,Gracy Singh,Good,5,0,8.112.1 build 6 50665,2024-06-12 11:25:14,8.112.1 build 6 50665
022e89a6-ba94-4fe2-b75a-fd3010935d4c,Khan Engineering,"There are not enough Hindi dubbed contents.i used it for 1 year, but I am not impressed.....",2,0,8.117.0 build 3 50695,2024-06-12 11:12:35,8.117.0 build 3 50695
a40815d6-3507-402e-82ed-ed6cccbfb91a,Septimus Solis,Ridiculous. $16 for no ads and only sometimes 1080p?,1,0,8.4.0 build 12 40035,2024-06-12 11:06:13,8.4.0 build 12 40035
44a7f9a2-a468-453b-9791-a0e15c0b6027,Thomas Antony,Woke content. PRIME is way ahead,4,0,8.118.1 build 10 50703,2024-06-12 10:49:44,8.118.1 build 10 50703
1fe32bc8-1ee4-40f3-92d8-5fc30725add5,Angel Mathew,Netflix nowadays happens to be less entertaining and there is no collection as it used to be,1,0,8.118.1 build 10 50703,2024-06-12 10:37:37,8.118.1 build 10 50703
b0605066-945c-419a-a335-7f2223d0209c,Revoun Hendricks,Can't log in,1,0,8.118.1 build 10 50703,2024-06-12 10:34:30,8.118.1 build 10 50703
b98c7bf0-9527-400d-abb4-ba248d758cd2,anubhav lyadhalla,App is not working,1,0,8.118.1 build 10 50703,2024-06-12 10:34:23,8.118.1 build 10 50703
cefcbb50-2a91-4bdd-b950-76c63f7d9ae2,shanzay ali,(• . •) >❤️<,5,0,,2024-06-12 10:30:08,
c88f8236-b7ec-4dbd-8e7d-191ae0214b2e,SUBAM CHOWDHURY,Great ott,5,0,8.117.0 build 3 50695,2024-06-12 10:23:15,8.117.0 build 3 50695
25beff7c-21b0-4b91-b1e3-97edc2b4aa53,Jestoni Orque,super okay,5,0,8.118.0 build 5 50699,2024-06-12 10:21:06,8.118.0 build 5 50699
b0bf2501-9924-401e-bdd7-aa48aee0b2ca,Asad Asa,sexi video,5,0,,2024-06-12 10:20:19,
2b7075c8-89fc-4b9f-8e93-7c31650e7d3e,NIKHIL BABU,Worsted experience,1,0,8.51.0 build 6 50325,2024-06-12 10:17:38,8.51.0 build 6 50325
b730883b-d6dc-4ae7-8273-fe6fbedf81af,Akina Lasru,"We have household subscription and I'm using a different wifi because the main wifi is too weak to reach my room. When I do connect to the main wifi, I still can't access the account both on my phone and PlayStation which is just absolutely ridiculous. This so stupid, the money my parents use to pay practically goes to waste. Last week it didn't even matter if I was using another internet connection.",1,0,8.118.1 build 10 50703,2024-06-12 10:17:38,8.118.1 build 10 50703
5a3cacf3-a095-4c99-a411-b206df1b3a68,Jimbo Jones,Car from perfect,3,0,8.117.0 build 3 50695,2024-06-12 10:17:34,8.117.0 build 3 50695
ad20a003-8b66-4e01-aff9-39e111f0f725,Kirk Lopes,can't watch if I'm not home,1,0,8.59.1 build 12 50370,2024-06-12 10:16:25,8.59.1 build 12 50370
f86f6aa0-9395-4b5e-84f3-d7ebfd7df92d,Nur Iffah,"i already uninstall and download again for 5 days straight but still can't open this app ,so how tf I wanna watch my drama???even the service centre can't help me?",1,0,8.118.1 build 10 50703,2024-06-12 10:15:38,8.118.1 build 10 50703
47268a34-fb2e-45fa-bba8-97c7072126e2,Keziah Ninson,👍☺️,5,0,8.101.1 build 7 50601,2024-06-12 10:12:03,8.101.1 build 7 50601
e86126c6-5b64-4b0c-9d1c-1bbb69260d13,Jayantibhai Khakhrodia,"They asking for payment,before subscription time over, though you have paid it.",2,0,8.118.1 build 10 50703,2024-06-12 10:09:38,8.118.1 build 10 50703
a227d6dd-5e6f-4661-9e5a-e97c79e7597d,NAHID FEROZ,Araf noob,1,0,,2024-06-12 09:53:02,
145751d9-1852-4c79-9a81-139dc2a602fa,Andy Barrett,Subscription cancelled why pay £4.99 to watch a load of ads?,1,0,8.118.1 build 10 50703,2024-06-12 09:48:40,8.118.1 build 10 50703
723c6ee5-c367-41c8-911e-3e4487ec8878,Levi Ackerman,I am using it from about 3 months and I was happy using it but lately I has stopped opening in my mobile I uninstalled it and reinstall the app but then also it is not opening. I am looking forward that this issue is fixed.,3,0,8.118.1 build 10 50703,2024-06-12 09:48:02,8.118.1 build 10 50703
a92c4cea-dc3d-442d-9b95-83ef17067082,Nickel Daniel,It is good app to used,5,0,7.120.6 build 63 35594,2024-06-12 09:40:19,7.120.6 build 63 35594
1d673623-3b7a-477a-9e55-90916f00b77e,Kazi,"When I click any content to watch it. App automatically shuts down in Iqoo Neo 9. In other device, it works just fine. I can't recognize the issue here.",2,0,8.109.0 build 7 50647,2024-06-12 09:19:44,8.109.0 build 7 50647
3b16f69d-098d-4a38-97d1-2b8435407b4b,Giridharganesh Somarajupalli,Lpts of anime is missing,4,0,8.116.0 build 4 50687,2024-06-12 09:13:26,8.116.0 build 4 50687
78d9cf38-e12a-4418-91ae-eaa3fac91512,Godin Favour,Nice app one of the best app I have ever used,5,0,,2024-06-12 08:53:30,
88fc633a-65cb-4f16-86b5-74f97fc4f8da,Royal council,"Why can't I create my profile account, I mean why can't I open this app",1,0,8.118.1 build 10 50703,2024-06-12 08:51:00,8.118.1 build 10 50703
c2254448-0d8f-4e54-8df2-316bf03c6281,MAEDEH,عالی,5,0,,2024-06-12 08:40:25,
74f1d159-c8a3-4b05-9721-e155a93d4ef7,Brian Chern,if i'm paying for this service the least I expect is to he able to control the screen brightness. I cant see a damn thing with netflix's stupid lighting and the app doesnt allow me to adjust it,1,0,8.117.0 build 3 50695,2024-06-12 08:07:39,8.117.0 build 3 50695
fd53491d-9fe3-494b-9635-9d0f718521dc,Rameza Pathan,Mahaboobsubani,1,0,,2024-06-12 07:52:37,
a5631910-923e-487b-89c9-2ea6817a9da9,Bosco Fernandes,Good,3,0,,2024-06-12 07:43:59,
e1e776c3-48bb-4ab4-a49a-97216a503bc0,Robyn Brown,Okay,4,0,8.116.0 build 8 50690,2024-06-12 07:40:59,8.116.0 build 8 50690
9f41f746-c6a1-413a-9505-1fbc9059cebe,Isabella Yolanda,Hai netflix.. Rush hours movie please...,2,0,8.117.0 build 3 50695,2024-06-12 07:40:32,8.117.0 build 3 50695
d3e54f90-dc65-42fc-9125-22834c2a16ec,Rasel Mahmud,So good,3,0,8.117.0 build 3 50695,2024-06-12 07:39:52,8.117.0 build 3 50695
d5860c32-c3fc-4f2f-8d7d-2b9512746757,General Knowledge Videos On Different Topics,Sound is very low,2,0,8.117.0 build 3 50695,2024-06-12 07:36:22,8.117.0 build 3 50695
20fbd078-5cc1-402b-993e-51f1e5ae76c1,DAVID Adebisi,"Nice app but please you guys need to add more famous anime like attack on Titan, solo leveling, my hero academia, Tokyo revengers, etc",4,0,8.114.0 build 19 50680,2024-06-12 07:36:20,8.114.0 build 19 50680
e1ae5aaf-9ef0-4b8c-9946-b123cbeb0a38,Sher Badshah,This is good app for move,5,0,,2024-06-12 07:26:57,
19b636e8-4112-4357-93eb-61dafea3db17,Faizan Mev,Very mice,5,0,,2024-06-12 07:23:38,
319c7148-fc04-45a5-8e96-f41c514dea76,jonel onray,Accept,5,0,8.118.1 build 10 50703,2024-06-12 06:53:38,8.118.1 build 10 50703
ed15b475-a7ff-4205-b404-f7d532d49d64,Jodie Kerton,I love Netflix so so so much but I think it soUlf be off because my little brother's is getting barder and barder,5,0,8.117.0 build 3 50695,2024-06-12 06:45:36,8.117.0 build 3 50695
b376d459-e340-4fa2-99ac-da447c0e0beb,Debra Shadden,Good things to watch,5,0,,2024-06-12 06:34:37,
93c51071-4ae5-4fb1-aab0-cd7489cc93ca,Chri Sylda,Movie and drama selection are too few. Search function doesnt work well too. Like why would a comedy romance film appear under a horror genres selection,2,0,8.117.0 build 3 50695,2024-06-12 06:26:35,8.117.0 build 3 50695
0d4a4b6c-8b0b-4850-a3a3-c59107ded449,Samuel Osei Bio,This app is very Fantastic app because every movie you want is there keep it up,4,0,8.118.1 build 10 50703,2024-06-12 06:07:05,8.118.1 build 10 50703
f4202083-2ebc-45eb-93ab-6cdd689b4b20,andrew kelly,"Rip off Charging more and giving less They're now forcing adverts on us, and have TAKEN AWAY streaming from device Looks like it's time to cancel this and use the 'free' streaming services out there",1,0,8.118.1 build 10 50703,2024-06-12 06:05:04,8.118.1 build 10 50703
6ce795c1-2954-43f6-babf-60ca85bf2611,Kota SAI CHARAN,The only worst thing of this app.... there's no english dub for anime content which is available even in some free platforms. Why Netflix can't provide english dub for anime content? So disappointing.,1,0,8.118.1 build 10 50703,2024-06-12 05:55:23,8.118.1 build 10 50703
4931866b-64c9-4a52-a980-a7d3b1db1dc8,jada escalante,"I love this but I really like this show ""little witch academy"" it's my favorite I really REALLY hope THAT NETFLIX MAKES A NEW SEASON 3 I'll be so happy (if not just u will see(: ) NOT A THREAT ....",5,0,8.117.0 build 3 50695,2024-06-12 05:55:12,8.117.0 build 3 50695
f3cd6c14-0e3d-4719-958a-4df2bff9a48e,Ansh Deep,Very poor app not working well I can't sing in,1,0,8.117.0 build 3 50695,2024-06-12 05:46:56,8.117.0 build 3 50695
bb85306d-5e40-4635-b15a-9a2e9105d7c2,Rose Allen,Great App💙,5,17,8.117.0 build 3 50695,2024-06-12 05:39:06,8.117.0 build 3 50695
b007d461-7d28-4906-a62e-dcc59d6691f2,Jerry Wrenn,Great audio and video,5,0,,2024-06-12 05:28:54,
6733ed8b-dbed-4fdc-9a58-105873c4b2bf,S Harrison,"Every time I request a movie that I would like to watch I get the same ""Sorry, we don't have that one."" Then I am referred to movies like ""Three Stooges Conquer Space"" or something like that.",3,0,,2024-06-12 05:28:28,
1ad842ad-f02e-4d56-95d1-4e5ed0d7b696,Cp Chowdary,Best ott app,5,0,8.118.1 build 10 50703,2024-06-12 05:27:36,8.118.1 build 10 50703
1f4d0eba-3b27-4001-9a44-5958b721b71d,Yujin Leonidass,"The in-app help call feature on Netflix is an absolute disaster. This was hands down the worst customer service experience I have ever had. First off, once you initiate the help call within the app, there's no way to go back. You’re trapped in an endless loop with no escape, forced to deal with whatever horrors await. The app essentially hijacks your device, and you can't access any other features while on the call. The representative I finally got through to was completely unhelpful. It was c",1,2,8.118.1 build 10 50703,2024-06-12 05:15:41,8.118.1 build 10 50703
ca25454e-5d97-41ed-8b06-2e3aa7180321,Shenok Christopher,Good,5,0,8.113.2 build 27 50674,2024-06-12 05:15:31,8.113.2 build 27 50674
2bc5fc9a-3fb1-499b-802f-c023f7ba18c9,Ahgsha Svgdhh,Good,5,0,,2024-06-12 05:08:51,
69345bc2-ded2-49de-ba27-d56e8a7f5ec6,Jessy Gleason,I live Netflix just like the rest of the world. However my personal opinion is that the should put more syfi movie action like the movie immortals and thinks like the boyka movies. I love action movies and not too many action or syfi movies catch my eye on Netflix. I'd give 5 stars if more bought my eye,4,0,8.117.0 build 3 50695,2024-06-12 04:58:18,8.117.0 build 3 50695
9a7bb243-34d6-437c-99ad-ee463a25ec12,Johnny Dcunha,Excellent 👌,5,0,,2024-06-12 04:51:21,
a92f038c-0a79-47c3-b47a-919fb2339d59,Kianoush Keshani,Go woke go broke Netflix,1,0,8.116.0 build 8 50690,2024-06-12 04:46:35,8.116.0 build 8 50690
047ac999-c429-4fe2-ae90-1232f07eba95,Manish Chand,Gud,4,0,8.117.0 build 3 50695,2024-06-12 04:42:57,8.117.0 build 3 50695
a44c36fe-2d13-49fb-8c61-337edd70f857,Ekta Pandey,The App is not working.I have tried a lott but the screen is completely black with only voice coming in.Resolve the issue.,1,0,8.118.1 build 10 50703,2024-06-12 04:34:47,8.118.1 build 10 50703
264cf5e8-f77e-4662-a7c1-89f14689bfac,Tamal Chowdhury,not running in nothing 2a,2,0,8.118.1 build 10 50703,2024-06-12 04:31:22,8.118.1 build 10 50703
48505797-6ba0-433f-a447-58eaa609cb22,Lucas Bransden,"Used to be worth having, not anymore. Trash shows and movies, app locks up, subscription is now too expensive.",1,0,8.52.2 build 14 50335,2024-06-12 04:26:06,8.52.2 build 14 50335
8a2d5760-889b-41ae-b3f9-efa252194e2d,abdul raheem,Never work. Bad experience for this new update for Netflix.,1,0,8.87.0 build 2 50509,2024-06-12 04:21:22,8.87.0 build 2 50509
d4268e2e-afbb-4452-a161-68bf6317cf24,Then MP04 Rider,Very good,5,0,8.117.0 build 3 50695,2024-06-12 04:07:02,8.117.0 build 3 50695
5aaedb03-b93b-4877-b3c9-322fe7c584da,Prneet D,Please dubbed contents in Hindi for india,4,0,,2024-06-12 04:03:43,
